sample_id,question,experiment,chunking_time_s,num_chunks,mrr,map,ndcg_at_k,precision_at_k,recall_at_k,f1_score_at_k,ndcg@1,recall@1,precision@1,f1@1,mrr@1,map@1,ndcg@3,recall@3,precision@3,f1@3,mrr@3,map@3,ndcg@5,recall@5,precision@5,f1@5,mrr@5,map@5,ndcg@10,recall@10,precision@10,f1@10,mrr@10,map@10,ndcg@20,recall@20,precision@20,f1@20,mrr@20,map@20
1700733897006170137,Where will failure of the left ventricle cause increased pressure?,recursive_512_64,0,419888,1.0,0.7555555555555556,1.6444360913536622,0.25,2.5,0.45454545454545453,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.3065735963827294,1.5,1.0,1.2,1.0,1.0,1.3065735963827294,1.5,0.6,0.857142857142857,1.0,1.0,1.4911492931622976,2.0,0.4,0.6666666666666667,1.0,0.8611111111111112,1.6444360913536622,2.5,0.25,0.45454545454545453,1.0,0.7555555555555556
-5387108894429696891,India's first official entry at the oscars?,recursive_512_64,0,419888,0.5,0.2794871794871795,1.0031935650620678,0.25,2.5,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.38685280723454163,0.5,0.3333333333333333,0.4,0.5,0.5,0.38685280723454163,0.5,0.2,0.28571428571428575,0.5,0.5,0.38685280723454163,0.5,0.1,0.16666666666666669,0.5,0.5,1.0031935650620678,2.5,0.25,0.45454545454545453,0.5,0.2794871794871795
-4940728134762297045,When did the fourth of july become a federal holiday?,recursive_512_64,0,419888,0.05,0.05,0.1395953738647505,0.05,0.5,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1395953738647505,0.5,0.05,0.09090909090909091,0.05,0.05
4787318214029353325,How does australia power our towns and cities?,recursive_512_64,0,419888,1.0,0.7782386730916143,1.5244114405777172,0.55,2.2,0.8800000000000001,1.0,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.106993132367264,1.2,0.6,0.8,1.0,0.9583333333333334,1.5244114405777172,2.2,0.55,0.8800000000000001,1.0,0.7782386730916143
-5572430132708246683,Who emphasized that education should be a social process?,recursive_512_64,0,419888,1.0,1.0,1.9352031555555629,1.0,2.857142857142857,1.4814814814814814,1.0,0.14285714285714285,1.0,0.25,1.0,1.0,1.0,0.42857142857142855,1.0,0.6,1.0,1.0,1.0,0.7142857142857143,1.0,0.8333333333333333,1.0,1.0,1.248916929232207,1.4285714285714286,1.0,1.176470588235294,1.0,1.0,1.9352031555555629,2.857142857142857,1.0,1.4814814814814814,1.0,1.0
-4641261256336143941,Who says we'll leave the light on for you?,recursive_512_64,0,419888,1.0,1.0,0.46927872602275644,0.05,0.3333333333333333,0.08695652173913045,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.46927872602275644,0.3333333333333333,0.2,0.25,1.0,1.0,0.46927872602275644,0.3333333333333333,0.1,0.15384615384615383,1.0,1.0,0.46927872602275644,0.3333333333333333,0.05,0.08695652173913045,1.0,1.0
592730581618903752,When was the last time a us submarine sunk?,recursive_512_64,0,419888,0.125,0.1534090909090909,0.20159947907392814,0.1,0.4,0.16000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10699313236726378,0.2,0.1,0.13333333333333333,0.125,0.125,0.20159947907392814,0.4,0.1,0.16000000000000003,0.125,0.1534090909090909
-4557617869928757559,Where does the civil liberties act place the blame for the internment of u.s. citizens?,recursive_512_64,0,419888,1.0,0.75,0.8772153153380493,0.1,1.0,0.18181818181818182,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6131471927654584,0.5,0.3333333333333333,0.4,1.0,1.0,0.8772153153380493,1.0,0.4,0.5714285714285715,1.0,0.75,0.8772153153380493,1.0,0.2,0.33333333333333337,1.0,0.75,0.8772153153380493,1.0,0.1,0.18181818181818182,1.0,0.75
7398408404996880023,Raised line markers on the roadway and shoulder are used to define?,recursive_512_64,0,419888,1.0,1.0,0.46927872602275644,0.05,0.3333333333333333,0.08695652173913045,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.46927872602275644,0.3333333333333333,0.2,0.25,1.0,1.0,0.46927872602275644,0.3333333333333333,0.1,0.15384615384615383,1.0,1.0,0.46927872602275644,0.3333333333333333,0.05,0.08695652173913045,1.0,1.0
1853089893632674717,Who developed the recovery model in mental health?,recursive_512_64,0,419888,1.0,0.6324786324786325,0.5978205781286586,0.15,0.6,0.24,1.0,0.2,1.0,0.33333333333333337,1.0,1.0,0.7039180890341347,0.4,0.6666666666666666,0.5,1.0,0.8333333333333333,0.5087403079104241,0.4,0.4,0.4000000000000001,1.0,0.8333333333333333,0.5087403079104241,0.4,0.2,0.26666666666666666,1.0,0.8333333333333333,0.5978205781286586,0.6,0.15,0.24,1.0,0.6324786324786325
-8651619018883977220,Who sings in spite of ourselves with john prine?,recursive_512_64,0,419888,1.0,0.6192857142857143,0.4696603397526793,0.25,0.4166666666666667,0.3125,1.0,0.08333333333333333,1.0,0.15384615384615385,1.0,1.0,0.46927872602275644,0.08333333333333333,0.3333333333333333,0.13333333333333333,1.0,1.0,0.4703652827859579,0.16666666666666666,0.4,0.23529411764705882,1.0,0.7,0.5264282969545138,0.4166666666666667,0.5,0.45454545454545453,1.0,0.6192857142857143,0.4696603397526793,0.4166666666666667,0.25,0.3125,1.0,0.6192857142857143
-4212884479837818807,Where did they film the girl with the dragon tattoo?,recursive_512_64,0,419888,0.5,0.6493614024864024,1.0103486231918049,0.6,1.5,0.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.2960819109658652,0.125,0.3333333333333333,0.18181818181818182,0.5,0.5,0.4912596920895758,0.375,0.6,0.4615384615384615,0.5,0.5333333333333333,0.6855318907539218,0.875,0.7,0.7777777777777777,0.5,0.6083333333333333,1.0103486231918049,1.5,0.6,0.857142857142857,0.5,0.6493614024864024
-8314608371226617031,Who is left in produce 101 season 2?,recursive_512_64,0,419888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6920312499280332266,Who is the wife of lakshmana in ramayana?,recursive_512_64,0,419888,1.0,0.7978237605031865,2.768627873026788,0.55,5.5,1.0000000000000002,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.3065735963827294,1.5,1.0,1.2,1.0,1.0,1.5706417189553201,2.0,0.8,1.142857142857143,1.0,1.0,2.145689806945125,3.5,0.7,1.1666666666666665,1.0,0.8806122448979592,2.768627873026788,5.5,0.55,1.0000000000000002,1.0,0.7978237605031865
4380112669697797297,How many times has the us congress declared war?,recursive_512_64,0,419888,1.0,0.7754981817288319,2.903110434504569,0.6,6.0,1.0909090909090908,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.3065735963827294,1.5,1.0,1.2,1.0,1.0,1.5706417189553201,2.0,0.8,1.142857142857143,1.0,1.0,2.3302655037246933,4.0,0.8,1.3333333333333335,1.0,0.8802579365079365,2.903110434504569,6.0,0.6,1.0909090909090908,1.0,0.7754981817288319
