sample_id,question,experiment,chunking_time_s,num_chunks,mrr,map,ndcg_at_k,precision_at_k,recall_at_k,f1_score_at_k,ndcg@1,recall@1,precision@1,f1@1,mrr@1,map@1,ndcg@3,recall@3,precision@3,f1@3,mrr@3,map@3,ndcg@5,recall@5,precision@5,f1@5,mrr@5,map@5
-5742327688291876861,When does the new bunk'd come out?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3582047784487750233,Who won the 2016 ncaa football national championship?,semantic_t0.5,0,3407577,0.25,0.25,0.14606834984270645,0.2,0.09090909090909091,0.12500000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14606834984270645,0.09090909090909091,0.2,0.12500000000000003,0.25,0.25
6811938153834854976,When was the last time the death penalty was used in pa?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142117929623619257,Who won the war between ethiopia and italy?,semantic_t0.5,0,3407577,1.0,0.8875,1.501265835341887,0.8,2.0,1.142857142857143,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,1.501265835341887,2.0,0.8,1.142857142857143,1.0,0.8875
-6681997980074150658,Who played bonnie in gone with the wind?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4867406118701628228,Premier league record for most wins in a row?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6491976292304349375,What episode does goku become super saiyan 3?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6106094366950845312,Who published harry potter and the prisoner of azkaban?,semantic_t0.5,0,3407577,1.0,0.7000000000000001,0.8529278650606567,0.6,1.0,0.7499999999999999,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.8529278650606567,1.0,0.6,0.7499999999999999,1.0,0.7000000000000001
7791567524064410589,When does doctor strange get the infinity stone?,semantic_t0.5,0,3407577,1.0,1.0,1.1510196182278052,1.0,1.25,1.1111111111111112,1.0,0.25,1.0,0.4,1.0,1.0,1.0,0.75,1.0,0.8571428571428571,1.0,1.0,1.1510196182278052,1.25,1.0,1.1111111111111112,1.0,1.0
7680715581127901767,How many episodes does the dragonball z series have?,semantic_t0.5,0,3407577,1.0,0.8875,0.830419897363192,0.8,0.8,0.8000000000000002,1.0,0.2,1.0,0.33333333333333337,1.0,1.0,0.7653606369886217,0.4,0.6666666666666666,0.5,1.0,1.0,0.830419897363192,0.8,0.8,0.8000000000000002,1.0,0.8875
1126781963055247575,Who sang climb every mountain in the sound of music movie?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7946991905711592568,Who is the attorney general for new jersey?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2553840223812516380,Who does angelina jolie play in kung fu panda?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-7097526880432006451,What was the period before the enlightenment called?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5634464892410080253,Who came up with the saying the customer is always right?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-329460616484752893,Who came up with the social learning theory?,semantic_t0.5,0,3407577,0.3333333333333333,0.41666666666666663,0.3156484524795145,0.4,0.3333333333333333,0.3636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.23463936301137822,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3156484524795145,0.3333333333333333,0.4,0.3636363636363636,0.3333333333333333,0.41666666666666663
-3203907149815809385,Apartheid ended in south africa during the presidency of?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2052611119263412829,What is the name of the pirate in spongebob?,semantic_t0.5,0,3407577,1.0,1.0,0.6131471927654584,0.2,0.5,0.28571428571428575,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6131471927654584,0.5,0.3333333333333333,0.4,1.0,1.0,0.6131471927654584,0.5,0.2,0.28571428571428575,1.0,1.0
-2540822501399275666,Who plays santa claus in rise of the guardians?,semantic_t0.5,0,3407577,1.0,1.0,1.0,0.4,1.0,0.5714285714285715,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,1.0,1.0,0.4,0.5714285714285715,1.0,1.0
-7771087487277998243,When did i can only imagine get released?,semantic_t0.5,0,3407577,0.5,0.6388888888888888,0.6096199500078984,0.6,0.75,0.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.5307212739772434,0.5,0.6666666666666666,0.5714285714285715,0.5,0.5833333333333333,0.6096199500078984,0.75,0.6,0.6666666666666665,0.5,0.6388888888888888
4513742633180691187,Where is the u21 euro championships being held?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3870279300380071206,When was television introduced to the general public?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5797358476391548545,Who was the mom in how i met your mother?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5308719801906793456,Who won the most mvp awards in nba history?,semantic_t0.5,0,3407577,0.25,0.325,0.27727342735504823,0.4,0.3333333333333333,0.3636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27727342735504823,0.3333333333333333,0.4,0.3636363636363636,0.25,0.325
7820974258884345580,Who did she's got betty davis eyes?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808513585307058045,Who developed an explanation for the photoelectric effect?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2941767736395900624,Who is the new voice president of india?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
