sample_id,question,experiment,chunking_time_s,num_chunks,mrr,map,ndcg_at_k,precision_at_k,recall_at_k,f1_score_at_k
4987105805278487511,Bones who is the father of angela's baby?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-6593534685836250520,When did health care workers first use chlorine solution to decontaminate hands?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
163584850516751107,Who sings you put the lime in the coconut?,fixed_512_50,0,1360250,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.5,0.4
357726708731665296,Who sings you say it best when you say nothing at all?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.3333333333333333,0.09090909090909091,0.14285714285714288
-4822789605010746268,In 1911 congress decided to fix the size of the house at?,fixed_512_50,0,1360250,1.0,1.0,1.0,1.0,1.5,1.2
-4900709700910146568,Who has won the last 10 world series?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-1014810535517666778,When did conflict start in israel and palestine?,fixed_512_50,0,1360250,1.0,1.0,1.0,1.0,1.0,1.0
1237920926774398276,When's the next time easter falls on april fools day?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
2269457951575222809,What movie was welcome home by radical face in?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-6926705067608220856,What led to the end of indus valley civilization?,fixed_512_50,0,1360250,1.0,1.0,1.0,1.0,0.42857142857142855,0.6
6113879938573233819,Who has the highest number of likes on instagram?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-3857791602197870808,Who becomes chief of police on the closer?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.3333333333333333,0.25,0.28571428571428575
-6102374678194889758,List of highest runs in champion trophy 2017?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
2714015286907845703,Who is clara on when calls the heart?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-876253858162782258,Most amount of points scored in an nba game?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-8489723227411518336,Who wrote the assyrian came down like a wolf on the fold?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
3808058542574693217,How many variations of power rangers are there?,fixed_512_50,0,1360250,1.0,1.0,1.0,1.0,1.5,1.2
-7249252321180320967,When was the last burning at the stake in england?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
4440863336369184746,Who had most of asia in its sphere of interest after the treaty of saragossa?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-4555140994124022586,When was the first altar built in the bible?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.3333333333333333,0.5,0.4
7344113401182381737,Who won the 3 point contest last year?,fixed_512_50,0,1360250,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.1111111111111111,0.16666666666666666
3579305903070298684,When did the 12 valve cummins come out?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
8920677267202726172,When was the last time miami won in foxboro?,fixed_512_50,0,1360250,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.2,0.25
-7430688674816652098,Who recorded this guys in love with you?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-5077669686985410335,Who hit the last home run at three rivers stadium?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
