sample_id,question,experiment,chunking_time_s,num_chunks,mrr,map,ndcg_at_k,precision_at_k,recall_at_k,f1_score_at_k,ndcg@1,recall@1,precision@1,f1@1,mrr@1,map@1,ndcg@3,recall@3,precision@3,f1@3,mrr@3,map@3,ndcg@5,recall@5,precision@5,f1@5,mrr@5,map@5
4987105805278487511,Bones who is the father of angela's baby?,semantic_t0.5,0,3407577,1.0,1.0,0.46927872602275644,0.2,0.3333333333333333,0.25,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.46927872602275644,0.3333333333333333,0.2,0.25,1.0,1.0
-6593534685836250520,When did health care workers first use chlorine solution to decontaminate hands?,semantic_t0.5,0,3407577,1.0,0.75,0.8772153153380493,0.4,1.0,0.5714285714285715,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6131471927654584,0.5,0.3333333333333333,0.4,1.0,1.0,0.8772153153380493,1.0,0.4,0.5714285714285715,1.0,0.75
163584850516751107,Who sings you put the lime in the coconut?,semantic_t0.5,0,3407577,0.5,0.6388888888888888,0.9574945261898617,0.6,1.5,0.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.6934264036172708,1.0,0.6666666666666666,0.8,0.5,0.5833333333333333,0.9574945261898617,1.5,0.6,0.857142857142857,0.5,0.6388888888888888
357726708731665296,Who sings you say it best when you say nothing at all?,semantic_t0.5,0,3407577,0.5,0.45,0.34519134224686937,0.4,0.18181818181818182,0.25000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.2960819109658652,0.09090909090909091,0.3333333333333333,0.14285714285714288,0.5,0.5,0.34519134224686937,0.18181818181818182,0.4,0.25000000000000006,0.5,0.45
-4822789605010746268,In 1911 congress decided to fix the size of the house at?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-4900709700910146568,Who has won the last 10 world series?,semantic_t0.5,0,3407577,0.25,0.325,0.27727342735504823,0.4,0.16666666666666666,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27727342735504823,0.16666666666666666,0.4,0.23529411764705882,0.25,0.325
-1014810535517666778,When did conflict start in israel and palestine?,semantic_t0.5,0,3407577,1.0,1.0,0.7653606369886217,0.4,0.6666666666666666,0.5,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,0.7653606369886217,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.7653606369886217,0.6666666666666666,0.4,0.5,1.0,1.0
1237920926774398276,When's the next time easter falls on april fools day?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2269457951575222809,What movie was welcome home by radical face in?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6926705067608220856,What led to the end of indus valley civilization?,semantic_t0.5,0,3407577,1.0,1.0,0.3391602052736161,0.2,0.14285714285714285,0.16666666666666666,1.0,0.14285714285714285,1.0,0.25,1.0,1.0,0.46927872602275644,0.14285714285714285,0.3333333333333333,0.2,1.0,1.0,0.3391602052736161,0.14285714285714285,0.2,0.16666666666666666,1.0,1.0
6113879938573233819,Who has the highest number of likes on instagram?,semantic_t0.5,0,3407577,0.5,0.5,0.36005461457723403,0.4,0.3333333333333333,0.3636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.2960819109658652,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.5,0.5,0.36005461457723403,0.3333333333333333,0.4,0.3636363636363636,0.5,0.5
-3857791602197870808,Who becomes chief of police on the closer?,semantic_t0.5,0,3407577,1.0,0.7000000000000001,0.7095272044910244,0.6,0.75,0.6666666666666665,1.0,0.25,1.0,0.4,1.0,1.0,0.46927872602275644,0.25,0.3333333333333333,0.28571428571428575,1.0,1.0,0.7095272044910244,0.75,0.6,0.6666666666666665,1.0,0.7000000000000001
-6102374678194889758,List of highest runs in champion trophy 2017?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2714015286907845703,Who is clara on when calls the heart?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-876253858162782258,Most amount of points scored in an nba game?,semantic_t0.5,0,3407577,1.0,0.75,0.5585075862632192,0.4,0.5,0.4444444444444445,1.0,0.25,1.0,0.4,1.0,1.0,0.46927872602275644,0.25,0.3333333333333333,0.28571428571428575,1.0,1.0,0.5585075862632192,0.5,0.4,0.4444444444444445,1.0,0.75
-8489723227411518336,Who wrote the assyrian came down like a wolf on the fold?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3808058542574693217,How many variations of power rangers are there?,semantic_t0.5,0,3407577,0.2,0.2,0.23719771276929622,0.2,0.5,0.28571428571428575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23719771276929622,0.5,0.2,0.28571428571428575,0.2,0.2
-7249252321180320967,When was the last burning at the stake in england?,semantic_t0.5,0,3407577,1.0,1.0,0.6131471927654584,0.2,0.5,0.28571428571428575,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6131471927654584,0.5,0.3333333333333333,0.4,1.0,1.0,0.6131471927654584,0.5,0.2,0.28571428571428575,1.0,1.0
4440863336369184746,Who had most of asia in its sphere of interest after the treaty of saragossa?,semantic_t0.5,0,3407577,1.0,1.0,0.6366824387328317,0.4,0.5,0.4444444444444445,1.0,0.25,1.0,0.4,1.0,1.0,0.7653606369886217,0.5,0.6666666666666666,0.5714285714285715,1.0,1.0,0.6366824387328317,0.5,0.4,0.4444444444444445,1.0,1.0
-4555140994124022586,When was the first altar built in the bible?,semantic_t0.5,0,3407577,1.0,1.0,0.6131471927654584,0.2,0.5,0.28571428571428575,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6131471927654584,0.5,0.3333333333333333,0.4,1.0,1.0,0.6131471927654584,0.5,0.2,0.28571428571428575,1.0,1.0
7344113401182381737,Who won the 3 point contest last year?,semantic_t0.5,0,3407577,1.0,1.0,1.0,1.0,0.5555555555555556,0.7142857142857143,1.0,0.1111111111111111,1.0,0.19999999999999998,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,0.5555555555555556,1.0,0.7142857142857143,1.0,1.0
3579305903070298684,When did the 12 valve cummins come out?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8920677267202726172,When was the last time miami won in foxboro?,semantic_t0.5,0,3407577,0.25,0.25,0.14606834984270645,0.2,0.2,0.20000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14606834984270645,0.2,0.2,0.20000000000000004,0.25,0.25
-7430688674816652098,Who recorded this guys in love with you?,semantic_t0.5,0,3407577,1.0,0.7000000000000001,0.6164336326286644,0.6,0.5,0.5454545454545454,1.0,0.16666666666666666,1.0,0.2857142857142857,1.0,1.0,0.46927872602275644,0.16666666666666666,0.3333333333333333,0.2222222222222222,1.0,1.0,0.6164336326286644,0.5,0.6,0.5454545454545454,1.0,0.7000000000000001
-5077669686985410335,Who hit the last home run at three rivers stadium?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1563058980825104994,Who won the first nascar race at indy?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6023324052929614087,Who has the best winning percentage in nfl history?,semantic_t0.5,0,3407577,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.1,1.0,0.18181818181818182,1.0,1.0,1.0,0.3,1.0,0.4615384615384615,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0
-3562941926415682447,You're gonna miss me when i'm gone with cups?,semantic_t0.5,0,3407577,0.5,0.6388888888888888,0.7328286204777911,0.6,1.0,0.7499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.5307212739772434,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5833333333333333,0.7328286204777911,1.0,0.6,0.7499999999999999,0.5,0.6388888888888888
-6812944997095026577,Who built the first zero turn lawn mower?,semantic_t0.5,0,3407577,0.5,0.5,0.2960819109658652,0.2,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2960819109658652,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.2960819109658652,0.3333333333333333,0.2,0.25,0.5,0.5
5947334106839868987,Who won survivor heroes vs healers vs hustlers?,semantic_t0.5,0,3407577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
-8985420883431850269,Number of movies released in india every year?,semantic_t0.5,0,3407577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-629735412357919761,Who shot rick's son in the walking dead?,semantic_t0.5,0,3407577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,1.0,1.0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1788376579913394563,Who used the word psychology for the first time?,semantic_t0.5,0,3407577,1.0,1.0,0.3391602052736161,0.2,0.1,0.13333333333333333,1.0,0.1,1.0,0.18181818181818182,1.0,1.0,0.46927872602275644,0.1,0.3333333333333333,0.15384615384615383,1.0,1.0,0.3391602052736161,0.1,0.2,0.13333333333333333,1.0,1.0
8643312430506346423,Who threw the overalls in mistress murphy's chowder?,semantic_t0.5,0,3407577,1.0,1.0,1.0,0.4,1.0,0.5714285714285715,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,1.0,1.0,0.4,0.5714285714285715,1.0,1.0
