sample_id,question,experiment,chunking_time_s,num_chunks,mrr,map,ndcg_at_k,precision_at_k,recall_at_k,f1_score_at_k
4987105805278487511,Bones who is the father of angela's baby?,fixed_512_50,0,1360250,0.25,0.25,0.43067655807339306,0.1,0.3333333333333333,0.15384615384615383
-6593534685836250520,When did health care workers first use chlorine solution to decontaminate hands?,fixed_512_50,0,1360250,0.16666666666666666,0.16666666666666666,0.3562071871080222,0.1,0.5,0.16666666666666669
163584850516751107,Who sings you put the lime in the coconut?,fixed_512_50,0,1360250,0.3333333333333333,0.5011904761904762,0.6444638628256741,0.4,2.0,0.6666666666666667
357726708731665296,Who sings you say it best when you say nothing at all?,fixed_512_50,0,1360250,1.0,0.6652777777777777,0.8407100742625342,0.6,0.5454545454545454,0.5714285714285713
-4822789605010746268,In 1911 congress decided to fix the size of the house at?,fixed_512_50,0,1360250,1.0,0.975,0.9933222998814617,0.8,4.0,1.3333333333333335
-4900709700910146568,Who has won the last 10 world series?,fixed_512_50,0,1360250,0.16666666666666666,0.3068452380952381,0.5051791985607764,0.4,0.3333333333333333,0.3636363636363636
-1014810535517666778,When did conflict start in israel and palestine?,fixed_512_50,0,1360250,1.0,0.9571428571428572,0.9878316351280039,0.7,2.3333333333333335,1.0769230769230769
1237920926774398276,When's the next time easter falls on april fools day?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
2269457951575222809,What movie was welcome home by radical face in?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-6926705067608220856,What led to the end of indus valley civilization?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.6,0.8571428571428571,0.7058823529411764
6113879938573233819,Who has the highest number of likes on instagram?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-3857791602197870808,Who becomes chief of police on the closer?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.1,0.25,0.14285714285714288
-6102374678194889758,List of highest runs in champion trophy 2017?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
2714015286907845703,Who is clara on when calls the heart?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-876253858162782258,Most amount of points scored in an nba game?,fixed_512_50,0,1360250,0.16666666666666666,0.3179563492063492,0.5098501619682683,0.4,1.0,0.5714285714285715
-8489723227411518336,Who wrote the assyrian came down like a wolf on the fold?,fixed_512_50,0,1360250,0.1111111111111111,0.1111111111111111,0.3010299956639812,0.1,0.5,0.16666666666666669
3808058542574693217,How many variations of power rangers are there?,fixed_512_50,0,1360250,1.0,1.0,1.0,1.0,5.0,1.6666666666666667
-7249252321180320967,When was the last burning at the stake in england?,fixed_512_50,0,1360250,0.25,0.25,0.43067655807339306,0.1,0.5,0.16666666666666669
4440863336369184746,Who had most of asia in its sphere of interest after the treaty of saragossa?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-4555140994124022586,When was the first altar built in the bible?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.1,0.5,0.16666666666666669
7344113401182381737,Who won the 3 point contest last year?,fixed_512_50,0,1360250,0.3333333333333333,0.40277777777777773,0.5847876649948583,0.3,0.3333333333333333,0.3157894736842105
3579305903070298684,When did the 12 valve cummins come out?,fixed_512_50,0,1360250,0.125,0.125,0.31546487678572877,0.1,0.5,0.16666666666666669
8920677267202726172,When was the last time miami won in foxboro?,fixed_512_50,0,1360250,0.3333333333333333,0.30952380952380953,0.5109559939712153,0.2,0.4,0.26666666666666666
-7430688674816652098,Who recorded this guys in love with you?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-5077669686985410335,Who hit the last home run at three rivers stadium?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
1563058980825104994,Who won the first nascar race at indy?,fixed_512_50,0,1360250,0.16666666666666666,0.20833333333333331,0.41183384043543503,0.2,1.0,0.33333333333333337
6023324052929614087,Who has the best winning percentage in nfl history?,fixed_512_50,0,1360250,0.2,0.2,0.41443699955334395,0.2,0.2,0.20000000000000004
-3562941926415682447,You're gonna miss me when i'm gone with cups?,fixed_512_50,0,1360250,1.0,0.7260912698412698,0.8631997506525685,0.8,2.6666666666666665,1.2307692307692306
-6812944997095026577,Who built the first zero turn lawn mower?,fixed_512_50,0,1360250,0.5,0.5833333333333333,0.6934264036172708,0.2,0.6666666666666666,0.30769230769230765
5947334106839868987,Who won survivor heroes vs healers vs hustlers?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.9,1.8,1.2
-8985420883431850269,Number of movies released in india every year?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-629735412357919761,Who shot rick's son in the walking dead?,fixed_512_50,0,1360250,0.3333333333333333,0.5148148148148148,0.6727121162120744,0.6,1.2,0.8
1788376579913394563,Who used the word psychology for the first time?,fixed_512_50,0,1360250,0.5,0.5,0.6309297535714575,0.1,0.1,0.10000000000000002
8643312430506346423,Who threw the overalls in mistress murphy's chowder?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.2,1.0,0.33333333333333337
-6595933575843520860,Who's winning the alabama clemson football game?,fixed_512_50,0,1360250,1.0,1.0,1.0,1.0,5.0,1.6666666666666667
-1850565398832307454,What profile has the most followers on instagram?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
5020412065827011434,Who was eliminated on the voice december 12 2017?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-2421616108468028515,Who was the chairman of the opening and closing ceremonies at the 1960 winter olympics?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-7557360761999870489,Who has won the most old firm games?,fixed_512_50,0,1360250,0.3333333333333333,0.3333333333333333,0.5,0.1,0.16666666666666666,0.125
-5498835325048231687,Who won the ladies roar of the rings?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
8004203303826747554,Who played in the 1998 afl grand final?,fixed_512_50,0,1360250,1.0,0.9888888888888889,0.9971876401972101,0.9,1.0,0.9473684210526316
4706336055008623881,When was the first government formed in the world?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-3567115157858987177,When does melinda tell sam she's jim?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
1582283260958361854,Who led investigation into the legality of apple’s accounting practices during the 2000s?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-7186473871494873250,Who has the best head to head record against serena williams?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
6939106340769221477,Recruited alex rogan video gamer to save the galaxy in the last starfighter?,fixed_512_50,0,1360250,0.2,0.2,0.38685280723454163,0.1,0.5,0.16666666666666669
3670630515927162191,Who has the highest batting average in baseball today?,fixed_512_50,0,1360250,0.3333333333333333,0.3333333333333333,0.5,0.1,0.125,0.11111111111111112
7775983008254057747,When was the first road to key west built?,fixed_512_50,0,1360250,0.25,0.25,0.45749452618986164,0.2,1.0,0.33333333333333337
-1325148824515450104,Who plays rebeccas boyfriend in the a word?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-6497990441806661535,What is the name of the restaurant that insults you?,fixed_512_50,0,1360250,1.0,0.8333333333333333,0.9197207891481876,0.2,0.4,0.26666666666666666
1242902672434324284,Everybody loves raymond robert dates 22 year old?,fixed_512_50,0,1360250,0.2,0.2,0.38685280723454163,0.1,0.25,0.14285714285714288
8480092557592561766,When will the man who killed don quixote be released?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-8723650390763936267,What is the circulation of the globe and mail?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
3542376138806351681,What phenotype is associated with the genotype 47 xxy?,fixed_512_50,0,1360250,0.2,0.35158730158730156,0.5377185858257085,0.4,2.0,0.6666666666666667
-6038783773377001158,When did jane and chris win the olympics?,fixed_512_50,0,1360250,0.5,0.5425925925925926,0.7123317756416024,0.6,3.0,0.9999999999999999
-6007347717208405010,Why is there a moon on the outhouse door?,fixed_512_50,0,1360250,0.3333333333333333,0.41666666666666663,0.5706417189553201,0.2,1.0,0.33333333333333337
-3192820892937884675,Who is the winner of zumbo's just desserts?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
