sample_id,question,experiment,chunking_time_s,num_chunks,mrr,map,ndcg_at_k,precision_at_k,recall_at_k,f1_score_at_k
-5742327688291876861,When does the new bunk'd come out?,fixed_512_50,0,1360250,0.3333333333333333,0.3333333333333333,0.5,0.2,0.3333333333333333,0.25
-3582047784487750233,Who won the 2016 ncaa football national championship?,fixed_512_50,0,1360250,1.0,1.0,1.0,1.0,0.45454545454545453,0.625
6811938153834854976,When was the last time the death penalty was used in pa?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
1700733897006170137,Where will failure of the left ventricle cause increased pressure?,fixed_512_50,0,1360250,0.2,0.2,0.38685280723454163,0.2,0.5,0.28571428571428575
142117929623619257,Who won the war between ethiopia and italy?,fixed_512_50,0,1360250,1.0,1.0,1.0,1.0,2.5,1.4285714285714286
-6681997980074150658,Who played bonnie in gone with the wind?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-4867406118701628228,Premier league record for most wins in a row?,fixed_512_50,0,1360250,1.0,1.0,1.0,1.0,1.6666666666666667,1.25
6491976292304349375,What episode does goku become super saiyan 3?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-6106094366950845312,Who published harry potter and the prisoner of azkaban?,fixed_512_50,0,1360250,1.0,0.8041666666666667,0.9047172294870751,0.8,1.3333333333333333,1.0
7791567524064410589,When does doctor strange get the infinity stone?,fixed_512_50,0,1360250,1.0,1.0,1.0,1.0,1.25,1.1111111111111112
7680715581127901767,How many episodes does the dragonball z series have?,fixed_512_50,0,1360250,1.0,1.0,1.0,1.0,1.0,1.0
1126781963055247575,Who sang climb every mountain in the sound of music movie?,fixed_512_50,0,1360250,0.5,0.45,0.6240505200038379,0.4,0.5,0.4444444444444445
-7946991905711592568,Who is the attorney general for new jersey?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-2553840223812516380,Who does angelina jolie play in kung fu panda?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-7097526880432006451,What was the period before the enlightenment called?,fixed_512_50,0,1360250,0.5,0.6388888888888888,0.7328286204777911,0.6,1.5,0.857142857142857
5634464892410080253,Who came up with the saying the customer is always right?,fixed_512_50,0,1360250,0.5,0.5833333333333333,0.6934264036172708,0.4,0.5,0.4444444444444445
-329460616484752893,Who came up with the social learning theory?,fixed_512_50,0,1360250,0.25,0.25,0.43067655807339306,0.2,0.16666666666666666,0.1818181818181818
-3203907149815809385,Apartheid ended in south africa during the presidency of?,fixed_512_50,0,1360250,0.5,0.6791666666666667,0.7606395682357036,0.8,1.3333333333333333,1.0
-2052611119263412829,What is the name of the pirate in spongebob?,fixed_512_50,0,1360250,0.5,0.5,0.6309297535714575,0.2,0.5,0.28571428571428575
-2540822501399275666,Who plays santa claus in rise of the guardians?,fixed_512_50,0,1360250,1.0,1.0,1.0,1.0,2.5,1.4285714285714286
-5387108894429696891,India's first official entry at the oscars?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-7771087487277998243,When did i can only imagine get released?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.4,0.5,0.4444444444444445
4513742633180691187,Where is the u21 euro championships being held?,fixed_512_50,0,1360250,0.5,0.45,0.6240505200038379,0.4,0.6666666666666666,0.5
-3870279300380071206,When was television introduced to the general public?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-5797358476391548545,Who was the mom in how i met your mother?,fixed_512_50,0,1360250,1.0,1.0,1.0,1.0,1.6666666666666667,1.25
-5308719801906793456,Who won the most mvp awards in nba history?,fixed_512_50,0,1360250,1.0,0.8666666666666667,0.9469024295259745,0.6,0.5,0.5454545454545454
7820974258884345580,Who did she's got betty davis eyes?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.8,1.0,0.888888888888889
808513585307058045,Who developed an explanation for the photoelectric effect?,fixed_512_50,0,1360250,1.0,0.8875,0.9558295932317544,0.8,0.5,0.6153846153846154
-2941767736395900624,Who is the new voice president of india?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-5395969775602821958,Where's the rose bowl played this year?,fixed_512_50,0,1360250,0.5,0.6791666666666667,0.7606395682357036,0.8,1.3333333333333333,1.0
-1241070083055405862,Who did the canucks get in the draft?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-5187934608004567169,What is the new tallest building in san francisco?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-7966730267385876585,What is the date of the queen's birthday?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
263074685984627276,What is the name of the vietnamese currency?,fixed_512_50,0,1360250,0.3333333333333333,0.41666666666666663,0.5706417189553201,0.4,0.5,0.4444444444444445
56571733276018082,Who was involved in the bull run battle?,fixed_512_50,0,1360250,1.0,0.95,0.9828920819566879,0.8,0.26666666666666666,0.4
-1849339712877308544,Where did bruno live in the boy in the striped pajamas?,fixed_512_50,0,1360250,0.2,0.2,0.38685280723454163,0.2,0.2,0.20000000000000004
6309543785861769611,Who played jade on days of our lives?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.6,1.5,0.857142857142857
-2504661731626452195,Total number of na seats in pakistan 2018?,fixed_512_50,0,1360250,1.0,0.7555555555555555,0.8854598815714874,0.6,1.5,0.857142857142857
3503446800499218029,Where is the hallmark movie wedding march filmed?,fixed_512_50,0,1360250,1.0,0.7000000000000001,0.8529278650606567,0.6,1.0,0.7499999999999999
1375436454267855179,Top 10 bollywood movies highest box office collection?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-9026025399127295269,Who plays elizabeth swann in pirates of the caribbean?,fixed_512_50,0,1360250,0.3333333333333333,0.4777777777777777,0.6182885020492784,0.6,1.5,0.857142857142857
-4338927384762344241,Who played daisy duke on the dukes of hazzard?,fixed_512_50,0,1360250,1.0,1.0,1.0,1.0,0.5555555555555556,0.7142857142857143
3895510272033333545,What is the name of governor of abia state?,fixed_512_50,0,1360250,0.5,0.5888888888888889,0.7122630665145961,0.6,0.6,0.6
6274190245996489274,When does the english schools finish for summer?,fixed_512_50,0,1360250,0.5,0.5333333333333333,0.6797310500037655,0.6,0.6,0.6
1974130747841481808,Where is the microtubules located in a cell?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
637466759495656530,What is the brightest star seen from earth?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.2,0.5,0.28571428571428575
3511230166766884079,Who sang the original song live and let die?,fixed_512_50,0,1360250,1.0,0.95,0.9828920819566879,0.8,1.0,0.888888888888889
-8106231750225527185,Who played the wicked witch on the wizard of oz?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.4,1.0,0.5714285714285715
-8312196709164108474,The author of the three little pigs story?,fixed_512_50,0,1360250,0.25,0.25,0.43067655807339306,0.2,0.5,0.28571428571428575
-8752805848294230622,Who is directing the new star wars movie?,fixed_512_50,0,1360250,1.0,1.0,1.0,1.0,0.625,0.7692307692307693
-4940728134762297045,When did the fourth of july become a federal holiday?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
3265621063026106040,Where is the density of an atom concentrated?,fixed_512_50,0,1360250,1.0,0.8333333333333333,0.9197207891481876,0.4,1.0,0.5714285714285715
4787318214029353325,How does australia power our towns and cities?,fixed_512_50,0,1360250,1.0,0.7555555555555555,0.8854598815714874,0.6,0.6,0.6
-1817868232213983802,What year was the harry potter series set in?,fixed_512_50,0,1360250,1.0,0.7000000000000001,0.8529278650606567,0.6,0.375,0.4615384615384615
-1147666385243276508,Where is the oldest mini golf course located?,fixed_512_50,0,1360250,0.5,0.5,0.6309297535714575,0.2,0.16666666666666666,0.1818181818181818
1126092738424883382,Who played nathan on young and the restless?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.6,0.6,0.6
-2661228540574999099,A million ways to die in the west filming locations?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-652117253746563674,What is the name of the princess in frozen?,fixed_512_50,0,1360250,1.0,1.0,1.0,1.0,2.5,1.4285714285714286
-5776357118251167746,When does shepard die in grey's anatomy?,fixed_512_50,0,1360250,0.5,0.6791666666666667,0.7606395682357036,0.8,0.5714285714285714,0.6666666666666666
-6563578559385954477,Where was fiddler on the roof first performed?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
1550536638193486264,When does ios 11 release for iphone 7?,fixed_512_50,0,1360250,1.0,0.7,0.8503449055347546,0.4,1.0,0.5714285714285715
-8118288111473506984,What is the population of oak ridge tn?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
4196557627369927541,When was first metro train started in world?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.4,1.0,0.5714285714285715
-6842989813529257155,Who plays the husband in life of the party?,fixed_512_50,0,1360250,0.2,0.2,0.38685280723454163,0.2,0.5,0.28571428571428575
2499525239333011689,Who owns the rights to masters of the universe?,fixed_512_50,0,1360250,1.0,0.8666666666666667,0.9469024295259745,0.6,0.5,0.5454545454545454
6253235947663530208,Who sings ain't nothing wrong with the radio?,fixed_512_50,0,1360250,1.0,1.0,1.0,1.0,1.0,1.0
5320736644552673608,When does episode 16 of boruto come out?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-5572430132708246683,Who emphasized that education should be a social process?,fixed_512_50,0,1360250,1.0,0.8875,0.9558295932317544,0.8,0.5714285714285714,0.6666666666666666
-6875166619428307308,What idea was used to justify u.s. foreign policy during the cold war era?,fixed_512_50,0,1360250,0.5,0.5,0.6309297535714575,0.2,0.5,0.28571428571428575
1667988530382048598,When did mcdonald's come to new zealand?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
4020522433998325944,What place are the new york jets in?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
6329236042782310562,Where did the attack on fort sumter take place?,fixed_512_50,0,1360250,1.0,1.0,1.0,1.0,1.25,1.1111111111111112
2175490294271053895,Who wrote if i could only win your love?,fixed_512_50,0,1360250,1.0,0.9166666666666666,0.9674679834891693,0.6,1.5,0.857142857142857
3718669838913935519,Where does the vikings play their home games?,fixed_512_50,0,1360250,1.0,0.8333333333333333,0.9197207891481876,0.4,0.3333333333333333,0.3636363636363636
5607773040906261100,Who has been the biggest winner on jeopardy?,fixed_512_50,0,1360250,0.5,0.5,0.6309297535714575,0.2,0.5,0.28571428571428575
4818665256877847792,Where is the isle of man tt race held at?,fixed_512_50,0,1360250,0.5,0.5,0.6509209298071326,0.4,0.6666666666666666,0.5
-345065030336055452,When did marriage equality became legal in australia?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-8063213531609357315,America's best dance crew season 4 winners?,fixed_512_50,0,1360250,1.0,0.95,0.9828920819566879,0.8,0.8,0.8000000000000002
-4315064264855891568,Who wrote the song we'll meet again?,fixed_512_50,0,1360250,1.0,1.0,1.0,0.8,1.0,0.888888888888889
231224763292206625,What is the length of an f1 car?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
-4532358888474966552,When did the first ice age movie come out?,fixed_512_50,0,1360250,1.0,0.7,0.8503449055347546,0.4,0.6666666666666666,0.5
8208876360947430271,When did the 1st mama mia come out?,fixed_512_50,0,1360250,0.0,0.0,0.0,0.0,0.0,0.0
9110560374922569250,When is the last time the cleveland browns made the playoffs?,fixed_512_50,0,1360250,1.0,1.0,1.0,1.0,0.7142857142857143,0.8333333333333333
2378126733168349046,When was the world council of churches formed?,fixed_512_50,0,1360250,0.2,0.2,0.38685280723454163,0.2,0.5,0.28571428571428575
